//12V
-12000	0	0
-9360	3756	3730
-8320	3734	3707
-7280	3682	3657
-6240	3497	3472
-5200	3271	3246
-4160	3045	3020
-3120	2820	2792
-2080	2592	2567
-1040	2364	2339
0	2145	2122
1040	1911	1886
2080	1683	1658
3120	1456	1431
4160	1229	1204
5200	1003	978
6240	777	752
7280	549	530
8320	386	366
9360	345	325
12000	4096	4096
//27V
-27000	0	0
27000	4096	4096
