//12V
-12000	0	0
-7280	582	593
-6759	692	703
-6240	799	809
-5720	909	916
-5200	1016	1024
-4679	1126	1131
-4160	1233	1240
-3640	1343	1349
-3120	1449	1455
-2600	1559	1561
-2080	1666	1669
-1560	1774	1775
-1040	1881	1883
-520	1991	1993
0		2110	2112
520		2210	2212
1040	2318	2319
1560	2428	2429
2080	2537	2534
12000	4096	4096
//27V
-27000	0	0
-11960	1324	1330
-11440	1358	1364
-10919	1392	1399
-10400	1427	1432
-9880	1460	1465
-9359	1494	1498
-8839	1528	1532
-8320	1563	1566
-7800	1596	1601
-7280	1631	1634
-6759	1665	1668
-6240	1700	1701
-5720	1734	1736
-5200	1767	1769
-4679	1802	1803
-4160	1836	1837
-3640	1869	1872
-3120	1903	1906
-2600	1938	1941
-2080	1974	1976
-1560	2008	2010
-1040	2041	2044
-520	2076	2078
0	2115	2116
520	2146	2148
1040	2181	2180
1560	2216	2217
2080	2250	2251
2600	2283	2285
3120	2318	2319
3640	2352	2353
4160	2387	2388
4679	2423	2421
5200	2458	2456
5720	2493	2489
6240	2526	2523
6759	2561	2557
7280	2596	2592
7800	2629	2626
8320	2664	2660
8839	2699	2695
9359	2733	2729
9880	2767	2762
10400	2802	2795
10919	2835	2830
11440	2870	2864
11960	2904	2898
27000	4096	4096
