//12V
-12000	0	0
0	2161	-1
48	2162	-1
96	2173	-1
144	2185	-1
192	2195	-1
240	2206	-1
288	2216	-1
336	2227	-1
384	2238	-1
432	2249	-1
480	2260	-1
528	2270	-1
576	2281	-1
625	2295	-1
673	2303	-1
721	2314	-1
769	2325	-1
817	2400	-1
865	2346	-1
913	2356	-1
961	2367	-1
1009	2379	-1
1057	2390	-1
1105	2407	-1
1153	2411	-1
1201	2422	-1
1250	2433	-1
1298	2445	-1
1346	2456	-1
1394	2466	-1
1442	2477	-1
1490	2489	-1
1538	2500	-1
1586	2511	-1
1634	2521	-1
1682	2532	-1
1730	2543	-1
1778	2555	-1
1826	2570	-1
1875	2576	-1
1923	2587	-1
1971	2599	-1
2019	2609	-1
2067	2621	-1
2115	2632	-1
2163	2650	-1
2211	2654	-1
2259	2665	-1
2307	2676	-1
2355	2688	-1
2403	2699	-1
2451	2710	-1
2499	2800	-1
2548	2732	-1
2596	2742	-1
2644	2755	-1
2692	2765	-1
2740	2776	-1
2788	2786	-1
2836	2798	-1
2884	2808	-1
2932	2820	-1
2980	2831	-1
3028	2843	-1
3076	2853	-1
3124	2863	-1
3173	2875	-1
3221	2886	-1
3269	2897	-1
3317	2908	-1
3365	2919	-1
3413	2930	-1
3461	2942	-1
3509	2953	-1
3557	2964	-1
3605	2974	-1
3653	2985	-1
3701	2996	-1
3749	3006	-1
3798	3019	-1
3846	3029	-1
3894	3041	-1
3942	3051	-1
3990	3062	-1
4038	3074	-1
4086	3084	-1
4134	3095	-1
4182	3106	-1
4230	3117	-1
4278	3127	-1
4326	3138	-1
4374	3150	-1
4423	3161	-1
4471	3171	-1
4519	3182	-1
4567	3193	-1
4615	3205	-1
4663	3216	-1
4711	3227	-1
4759	3237	-1
4807	3250	-1
12000	4096	4096
//27V
-27000	0	0
27000	4096	4096
