//12V
-12000	0	0
0	2161	-1
96	2173	-1
192	2196	-1
288	2217	-1
384	2238	-1
480	2260	-1
576	2281	-1
673	2303	-1
769	2325	-1
865	2350	-1
961	2367	-1
1057	2388	-1
1153	2411	-1
1250	2433	-1
1346	2475	-1
1442	2480	-1
1538	2505	-1
1634	2550	-1
1730	2543	-1
1826	2565	-1
1923	2600	-1
2019	2625	-1
2115	2387	-1
2211	2653	-1
2307	2675	-1
2403	2698	-1
2500	2719	-1
2596	2750	-1
2692	2762	-1
2788	2784	-1
2884	2805	-1
2980	2828	-1
3076	2850	-1
3173	2872	-1
3269	2894	-1
3365	2916	-1
3461	2938	-1
3557	2960	-1
3653	2981	-1
3750	3025	-1
3846	3025	-1
3942	3046	-1
4038	3069	-1
4134	3090	-1
4230	3112	-1
4326	3133	-1
4423	3155	-1
4519	3178	-1
4615	3200	-1
4711	3221	-1
4807	3250	-1
4903	3300	-1
4999	3286	-1
5096	3308	-1
5192	3330	-1
5288	3355	-1
5384	3400	-1
5480	3395	-1
5576	3425	-1
5673	3439	-1
5769	3461	-1
5865	3500	-1
5961	3504	-1
6057	3213	-1
6153	3545	-1
6249	3561	-1
6346	3572	-1
6442	3590	-1
6538	3595	-1
6634	3606	-1
6730	3615	-1
6826	3620	-1
6923	3626	-1
7019	3634	-1
7115	3635	-1
7211	3641	-1
7307	3646	-1
7403	3489	-1
7499	3661	-1
7596	3665	-1
7692	3667	-1
7788	3668	-1
7884	3674	-1
7980	3677	-1
8076	3680	-1
8173	3681	-1
8269	3685	-1
8365	3686	-1
8461	3688	-1
8557	3691	-1
8653	3690	-1
8749	3690	-1
8846	3695	-1
8942	3696	-1
9038	3698	-1
9134	3698	-1
9230	3696	-1
9326	3694	-1
9423	3697	-1
9519	3696	-1
9615	3700	-1
9711	3696	-1
9807	3705	-1
9903	3706	-1
9999	3707	-1
10096	3708	-1
10192	3704	-1
10288	3705	-1
10384	3705	-1
10480	3705	-1
10576	3705	-1
10673	3707	-1
10769	3705	-1
10865	3708	-1
10961	3710	-1
11057	3702	-1
11153	3703	-1
11249	3703	-1
11346	3702	-1
11442	3704	-1
11538	3705	-1
12000	4096	4096
//27V
-27000	0	0
27000	4096	4096
