//12V
-12000	0	0
0	2160	2175
480	2258	2253
961	2366	2360
1442	2476	2471
1923	2585	2625
2403	2696	2700
2884	2805	2800
3365	2915	2908
3846	3024	3025
4326	3133	3126
4807	3243	3236
5288	3352	3343
5769	3460	3449
6250	3555	3545
6730	3602	3591
7211	3632	3622
7692	3650	3640
8173	3662	3650
8653	3670	3646
9134	3680	3670
9615	3685	3675
10096	3688	3678
10576	3690	3690
11057	3694	3681
11538	3697	3691
12000	4096	4096
//27V
-27000	0	0
0	2141	2135
480	2165	2159
961	2191	2185
1442	2217	2212
1923	2243	2238
2403	2268	2264
2884	2294	2289
3365	2320	2315
3846	2345	2341
4326	2371	2366
4807	2397	2393
5288	2423	2418
5769	2449	2445
6250	2475	2471
6730	2502	2496
7211	2527	2523
7692	2554	2548
8173	2580	2575
8653	2606	2600
9134	2633	2626
9615	2658	2651
10096	2685	2677
10576	2710	2703
11057	2736	2729
11538	2763	2755
27000	4096	4096
